x_axis,y_axis,class
19.954786195097746,-6.0926766240097905,1
20.850880089634686,8.2015588577854,1
19.62868114444814,-7.373656667852715,1
18.889159665374144,-8.5138407164496,1
18.44150311371907,-8.971705720884982,1
20.67978382961735,7.968790013441639,1
18.22506144965301,-9.178704080700445,1
19.872390265525883,-6.649926019844491,1
20.466804979691783,7.588118153637672,1
21.50866728720988,9.039375066019398,1
19.01067912173132,-8.367601276254586,1
18.445199833592778,-8.971060234454654,1
20.571435106802454,7.778067212004374,1
17.524611347869623,-9.738627913022826,1
20.420981320049236,7.48714095351818,1
19.511587304073498,-7.612910197629289,1
19.87909375720932,-6.61445782468416,1
20.90868942067649,8.294177795359783,1
20.791946940328458,8.132422174326276,1
21.506830811338705,9.035752755919079,1
22.26428265632492,9.717747010333682,1
19.997453355004048,-0.6842978227810761,1
20.215657368739244,6.944801966538565,1
20.15485527491537,6.677046425630284,1
20.61111729328937,7.85429342350993,1
20.438536212323623,7.526461053403893,1
20.75561232039301,8.083064287428627,1
19.601845425733835,-7.420990377702186,1
20.080545187754034,6.205035880938404,1
20.747116459309886,8.072631400416924,1
20.376997584513948,7.393618581650362,1
21.231640726166802,8.70620058828821,1
20.9644489932989,8.372187605268463,1
20.336382728211763,7.284280146437295,1
22.01348924932487,9.492675896634971,1
18.6530622237492,-8.771523874350034,1
20.706366939995082,8.017381109855858,1
21.018922870721745,8.4557936884637,1
20.380286740272336,7.400818469561159,1
18.924642008923513,-8.467119770725867,1
20.1900828850136,6.836840531109054,1
19.60765041832516,0.38989966805541515,0
19.256184797399477,-8.02721215107261,1
20.461470158540436,7.574802640755703,1
18.046276881987946,-9.31749954789465,1
19.48872341664986,-7.649982139657847,1
18.888485719805168,-0.9966877840125803,0
20.099565168979527,6.370159009644832,1
20.419581347567583,7.483756182519876,1
19.514631364038383,-7.608661341766456,1
19.443668275878142,-7.732398069729099,1
21.73069614140482,9.251700968124492,1
19.70110740572284,-7.214135023389017,1
20.414095553406764,7.4739721333964155,1
22.56231912347943,10.066666475189184,1
19.7718075956282,-7.019385374098169,1
18.304314296910867,-9.106383491117478,1
18.318568115450876,-9.089092607648237,1
18.620170214678843,-8.804182359688685,1
20.149240897803605,6.651501546189802,1
21.97783821800613,9.475141274868058,1
20.387939402605724,7.415849064248373,1
20.78427523906418,8.120235463141446,1
19.77755962187416,-7.009943459291819,1
19.086365119805563,-8.259345635234887,1
19.321257220000167,-7.934447714281092,1
18.571902964852654,-8.849901036795492,1
19.948597374402834,-6.170536999925807,1
20.23622716969424,7.013925320482494,1
20.8734851115107,8.23842982124882,1
19.110534970212534,-8.230823024627338,1
20.464616311999702,7.5807011817194265,1
21.74414073250649,9.272607732372844,1
19.67123204845677,-7.301859364242268,1
20.658252847503228,7.930682988041803,1
17.991667509066225,-9.367672900573472,1
21.00338232998683,8.424188385832917,1
20.543688413348345,7.7337793640644605,1
20.355920599179193,7.342254327848366,1
20.55326546699905,7.751884198730945,1
19.669904105838253,-7.303146885029232,1
17.972635271320573,-9.395072965341745,1
21.456548196286384,8.99157942019364,1
19.013109961092496,-8.364537144275355,1
20.854119424295632,8.20939230316477,1
21.482577033518357,9.013587838294724,1
17.89588506075468,-9.451114974241538,1
20.336270996471246,7.2809739293357225,1
19.289030334871843,-7.980606719444911,1
20.769358279080926,8.094524317062067,1
18.71719121257612,-8.70740982475,1
21.616940506055773,9.12859546570916,1
21.412744977311483,8.928190944914581,1
19.321599940944743,-7.9331440050544275,1
30.888585010016673,23.425207933062463,1
18.998418151007623,-8.382039621574679,1
19.068343682628015,-8.289236891982707,1
18.891038542164868,-8.51084677773949,1
20.67853810212634,25.252697965681072,0
20.981093910408255,8.395223268880676,1
20.38009585319496,7.399299820319611,1
21.43959467154656,8.972629624550457,1
19.99067294545715,-5.269769265029389,1
19.627983440504902,-7.373704609497676,1
19.913815751989272,-6.431899251644458,1
19.809651481753264,0.9691080047284959,0
19.560542104679357,-7.495894601089606,1
20.61546758012478,7.85778167990924,1
19.382807654585235,-7.83110507111689,1
19.609972940399103,-7.401903160008776,1
16.287604160296237,-10.49693965292529,1
20.10446580932975,6.397834187004566,1
18.928279824072472,-0.9173496097349347,0
20.497615619541616,7.651414462096926,1
20.2597544747567,7.092557500699692,1
23.973106204813483,11.453488280381052,1
18.64164609899793,-8.779944850889619,1
19.462634728611842,-7.697128006923698,1
20.66321132381997,7.941540762769208,1
20.412342079214362,7.466606564346176,1
19.929033892626517,-6.31182806939535,1
18.95155018927675,-8.433878247719559,1
20.817503484989963,8.159051494865478,1
19.060289427571565,-8.29875931687223,1
19.135707407408507,-8.198308771834249,1
19.75649572417477,-7.064674683956453,1
19.960826675834642,-6.014335766906402,1
21.72258679605096,9.250025156483904,1
21.05647654492959,8.503651397157403,1
19.995013555048978,-4.9546121629460735,1
20.098908420901534,6.354368612816012,1
20.255937800537062,7.082794781955226,1
18.18262485303193,-9.207698680782315,1
19.501903164596232,-7.625438073407772,1
17.44435020164989,-9.806664904548224,1
21.797920721945406,9.324603880036062,1
17.80306218987329,-9.504185828868497,1
20.649525141583375,7.913766766288023,1
19.649946832474722,-7.343578679334767,1
18.50861606088688,-8.908380871457222,1
19.81205254213263,-6.871462847956863,1
20.34590086549702,7.313745036636114,1
20.37047801736595,7.381438957681148,1
20.092513485489935,6.31473216673728,1
22.8711132871889,10.359833167258111,1
20.67138517819753,7.951835361669675,1
19.405188708174098,-7.795028845295114,1
20.77128384720711,8.103245318376779,1
20.554195878575722,7.752205953131494,1
20.855064546910715,8.211576438110152,1
19.805318161942285,-6.904800176872193,1
21.332140554810994,8.84727851954549,1
20.84232406735929,8.185765760600079,1
19.37586685094073,-7.841491738279722,1
20.438265457738233,7.525955546041998,1
19.565681210559255,-7.483695085918816,1
21.894316171764437,9.421517460911438,1
20.269476831039515,7.119357346346891,1
21.56037448897143,9.087739615668706,1
20.99483718129455,8.414099943840307,1
20.689083602955193,7.985383470795435,1
20.16727342227802,6.753242822360771,1
20.399846087183573,7.440882875381563,1
20.188396142469543,6.834911347229533,1
20.107215492973165,6.416814062083829,1
21.408513330759774,8.926487113419352,1
22.119591210552866,9.633248123198277,1
19.719792422030075,-7.165330807491761,1
20.65134211407173,7.917104063789451,1
19.668501834852304,-7.307827857862071,1
19.84741236234407,-6.764702880345455,1
20.65378774455481,7.924565582758009,1
21.694889791417772,9.205889890983606,1
16.91855707235922,-10.16493707139092,1
18.35784054241516,-9.054934504842212,1
20.352813027059227,7.339194974729785,1
20.38901009342321,7.421485174313209,1
20.443736713955843,7.5313651436062665,1
21.319346997351325,8.833072011131694,1
19.82525918319143,-6.819628711039316,1
19.53322827828331,-7.567415294875708,1
18.300220467885758,-9.107976906711748,1
18.85262748304814,-8.554632659965469,1
19.51986205356982,-7.592757401284018,1
17.972962451496198,-9.393054979533442,1
19.852003304822126,-6.751506519826726,1
20.384733338279013,7.409119576846138,1
23.0033795196627,10.498783736856918,1
20.195265590391582,6.882565154097925,1
18.689935697834688,-8.734079333416043,1
20.91784287125423,8.301818772845529,1
19.234044198031643,-8.065663871642093,1
20.09114628467191,6.3016859469092985,1
19.327174004875683,-7.924479116001252,1
18.99587344455598,-8.38642011918271,1
19.335116688821373,-7.913035902567506,1
21.308427809428444,8.820389271444872,1
19.130263894277714,-8.205042604206087,1
19.51535592608397,-7.603659869291433,1
20.68500907477645,7.978040412172425,1
20.796613774232515,8.137157058420557,1
20.926293680407504,8.311120185774774,1
20.957333587032902,8.36108426451432,1
23.221722879973314,10.667486415656576,1
20.6134859503151,7.855793621568326,1
19.91395204108545,-6.427614183904602,1
20.559335474390327,7.758938089111043,1
20.481754472516865,7.619950385196814,1
21.63403451100132,9.143500517682156,1
19.390931820428744,-7.8222787972742225,1
19.40999071291847,-7.790335069734616,1
18.915905374991496,-8.476823797182885,1
19.95969303269262,-6.02904168127152,1
20.04366289201893,5.773736815444327,1
19.803894921873017,-6.908180190104468,1
20.387465845804122,7.414295704443664,1
19.624795152404218,-7.380590121157094,1
19.511602922087683,-7.612392301266443,1
20.675580104464295,7.957104081600492,1
19.47421542126817,-7.6702486813257345,1
20.527550627643183,7.713367191488623,1
19.870974075529354,-6.660068958116561,1
18.789649372136196,-8.626645473075467,1
19.965476781668574,-5.9243153709550125,1
19.33288172193835,-7.917854076748407,1
19.0296434095012,-8.348234452233653,1
20.447323481817328,7.541447818055781,1
18.58209203255118,-8.845069666470552,1
21.217553804081728,8.689871368936451,1
18.64390247515692,-8.777719021727965,1
19.785234866212235,-6.991992388457635,1
20.054284646744165,5.887385159902672,1
20.49318747043685,7.6444104731822415,1
20.455692510410987,7.563960006885013,1
19.813641937419572,-6.857812390698857,1
22.214516476999716,9.695639621412118,1
19.71534964041834,-7.178687164581672,1
19.714799143175163,-7.178865287812994,1
20.627138418230917,7.878039629480366,1
20.143648125798094,6.615678257404843,1
19.3732115516976,-7.84694727071489,1
19.879184805220667,-6.6103541167963815,1
22.841568630914086,10.342675345845066,1
20.198826639698098,6.892599439093319,1
18.030810231376925,-9.333389812200586,1
19.12744484859372,-8.206842390179213,1
18.712426020162418,-8.713445623362226,1
19.533124907771708,-7.568193064374521,1
22.84935580381486,10.350087103379156,1
20.674284287574427,7.955522038033467,1
21.102428606464777,8.580497992757616,1
19.987624378403464,-5.3358178201991375,1
20.7854463432989,8.122904225163014,1
19.52780035913747,-7.57780617670285,1
18.529779452506297,-8.88966900819289,1
20.96429395630878,25.698434938161995,0
20.579349975478255,7.791513991086539,1
17.427972966593437,-9.822757684727208,1
20.54101473293842,7.730503774345278,1
22.815735564528303,10.308339497504752,1
18.87018943602168,-8.534816516992866,1
20.49799082548044,24.519810431612054,0
23.19347239267279,10.654601373431126,1
19.187314626489652,-8.140190959457776,1
19.380783541864886,-7.834428657960112,1
19.17308370260868,-8.163896622867927,1
21.13810096527788,8.608250454905187,1
19.970674116217335,-5.85966794209234,1
20.158193645979786,6.69240162511636,1
20.73619789421344,8.056960689001674,1
20.075484306101636,6.146311985588756,1
19.436985525109787,-7.741501878200323,1
19.537366260687012,-7.552821497527232,1
20.612188958461942,7.855492190198505,1
20.158314281745074,6.692858672419893,1
20.80830447329504,8.15460473685926,1
20.270753688256118,7.123676139082216,1
19.913238074061677,-6.4425365132932475,1
19.61724172455371,-7.387533597111775,1
20.815058818047515,8.156907423115047,1
22.10156294428423,9.592642097231284,1
20.50461137524911,7.665377652484989,1
21.382845697628454,8.898597746264672,1
14.591123965980517,-11.218627968091685,1
19.85563860857879,-6.720886209271148,1
18.37375550261394,-9.04108773738864,1
20.418195371988315,7.4804127753628675,1
18.22256342999056,-9.179465533029498,1
19.30205251951047,-7.9615500354872895,1
20.25230591525278,7.071376546953847,1
19.441489989892602,-7.736667970275481,1
21.613247563527413,9.126105191553943,1
20.368419798063726,7.377105422317996,1
19.852143538414772,-6.744995663456963,1
20.251913357647947,7.071136721479765,1
19.224835680712566,-8.075754549041163,1
19.797423382222604,-6.9366652859565505,1
21.219413722904186,8.692544002279238,1
21.387005919475648,8.906454345011046,1
20.26694650555185,7.112226230594585,1
18.348010593921668,-9.064398543020888,1
20.65013436562421,7.91386763166745,1
19.480914240951254,-7.658218393277854,1
18.50179167288716,-8.916896664663696,1
21.206946801372123,8.67309484442697,1
19.712285747924778,-7.18528707779457,1
16.7054765044209,-10.26155878134136,1
23.132989461606304,10.58753114499871,1
21.56678543098264,9.090928395106538,1
19.955789061161823,-6.083830162679009,1
19.37815010693945,-7.837520116624028,1
19.944820058862508,-6.180821766967186,1
20.18045772723698,6.806744289718223,1
19.564282845312594,-7.4869341014385125,1
21.048284825511615,8.488426776554533,1
20.033747092101983,5.6027008956920294,1
21.149783331,8.624247579760171,1
17.54226921257782,-9.716339385813699,1
20.60219561517156,7.838619736569711,1
18.749292162377152,-8.674147510835137,1
19.51435060822333,-7.609017706627916,1
20.032127532048367,5.589922001972763,1
20.520898400635744,7.704339464174583,1
19.891136234854283,-6.553750550854449,1
22.403166120794914,9.865364446352807,1
19.50365027545552,-7.622087466918683,1
22.80123682431583,10.304037551598952,1
21.279375060364455,8.78448096208351,1
20.247977590672466,7.054368310205372,1
18.554992970269396,-8.8662401736677,1
20.391859160808323,7.427953804510063,1
19.846215221172248,-6.766384325590068,1
20.680853748116945,7.970674665126796,1
17.40979443052814,-9.834112409575871,1
20.124996919907773,6.508385158562916,1
20.202375649458745,6.90677910059359,1
20.69983949332197,8.003791873401893,1
19.993419331275597,-5.1184278669810555,1
19.665063003962747,-7.315356084792627,1
21.317077669580332,8.832304819814224,1
21.03909693925928,8.477846940601943,1
21.78472011565866,9.308142133617334,1
18.115253845760048,-9.25741928668328,1
20.04625304503397,5.8156960274616925,1
19.301100536990997,-7.963242018776495,1
12.109261082662737,-11.926115058235911,1
20.34250480111511,7.305292815165769,1
20.17605189701548,6.787937609361863,1
20.415553862074105,7.4773132716268975,1
17.23380826907374,-9.945665990981107,1
19.09869225218887,-8.249128467227445,1
19.24427243023055,-8.051619285135061,1
20.468655032614418,7.5933402196915365,1
19.173173173021116,-8.163307325578435,1
20.741153390192714,8.064583562493521,1
19.449973308356224,-7.720410169106572,1
19.04188954570093,-8.328618560754377,1
20.694183535513034,7.992587206774972,1
18.557403198478998,-8.865137887812235,1
20.070676343240812,6.110960793880718,1
21.446141882890473,8.98213850906081,1
20.653117026256567,7.920456566218592,1
20.115115462958148,6.467065768763685,1
18.4857545187899,-8.93518770813041,1
20.381972601046915,7.404734708252951,1
19.54162944210032,-7.542401103484029,1
19.400084092799318,-7.804342209293321,1
18.592365923731915,-8.832057485345336,1
20.350916347580092,7.334705331265709,1
20.984559566584366,25.92935265697584,0
18.904612089495444,-8.495965224036263,1
20.701419631492783,8.006212563893648,1
19.786065676029168,-6.990530925833854,1
19.799326822871983,-6.93013591389061,1
19.43351224895291,-7.747552172493396,1
20.689776132889513,7.987526319481347,1
21.9016783359311,9.432855731498684,1
19.31184877434376,-7.954252160106232,1
18.769597950374106,-8.650540452522803,1
21.181705769868543,8.650056746975,1
18.988256512297944,-8.397185898536033,1
19.818713776900914,-6.841519451212904,1
20.165600360260147,23.89139362042516,0
20.140966080332937,6.599207262350967,1
21.034194310916693,8.473713679835916,1
21.35935693077126,8.872402883666423,1
